shipment_id,po_id,destination,transport_mode,shipment_date,delivery_date,delivery_performance,shipment_status
SHIP01883,PO01883,Pune DC,Road,2025-08-28,2025-09-08,On Time,Delivered
SHIP01884,PO01884,Delhi ICD,Sea,2026-04-15,2026-04-23,Delayed,Delivered
SHIP01885,PO01885,Pune DC,Road,2025-11-20,2025-11-22,On Time,Delivered
SHIP01886,PO01886,Pune DC,Road,2025-11-23,,On Time,Pending
SHIP01887,PO01887,Delhi ICD,Road,2025-09-13,2025-09-15,At Risk,Delivered
SHIP01888,PO01888,JNPT,Rail,2025-07-25,,On Time,In Transit
SHIP01889,PO01889,Chennai Port,Rail,2026-06-01,2026-06-07,Delayed,Delivered
SHIP01890,PO01890,Pune DC,Sea,2026-06-21,2026-06-27,On Time,Delivered
SHIP01891,PO01891,Mumbai Port,Rail,2026-07-30,,At Risk,Pending
SHIP01892,PO01892,Delhi ICD,Road,2026-01-26,2026-02-18,On Time,Delayed
SHIP01893,PO01893,Bengaluru DC,Air,2025-07-10,,On Time,In Transit
SHIP01894,PO01894,JNPT,Rail,2026-02-16,2026-02-27,On Time,Delivered
SHIP01895,PO01895,Chennai Port,Rail,2025-04-29,,On Time,Cancelled
SHIP01896,PO01896,Mumbai Port,Sea,2025-09-13,2025-09-24,On Time,Delivered
SHIP01897,PO01897,Pune DC,Sea,2025-05-08,2025-05-19,On Time,Delivered
SHIP01898,PO01898,Chennai Port,Sea,2026-05-18,,On Time,In Transit
SHIP01899,PO01899,Bengaluru DC,Air,2025-10-05,2025-10-09,On Time,Delivered
SHIP01900,PO01900,Delhi ICD,Air,2025-09-29,,On Time,In Transit
SHIP01901,PO01901,Chennai Port,Air,2026-02-25,2026-03-07,Delayed,Delivered
SHIP01902,PO01902,Pune DC,Sea,2025-02-23,2025-03-19,Delayed,Delayed
SHIP01903,PO01903,Mumbai Port,Road,2026-07-04,2026-07-14,On Time,Delivered
SHIP01904,PO01904,JNPT,Rail,2025-12-07,,Delayed,In Transit
SHIP01905,PO01905,Pune DC,Rail,2026-01-30,2026-02-21,On Time,Delayed
SHIP01906,PO01906,Mumbai Port,Rail,2026-07-26,2026-08-06,On Time,Delivered
SHIP01907,PO01907,JNPT,Rail,2025-07-26,2025-07-31,On Time,Delivered
SHIP01908,PO01908,Mumbai Port,Rail,2025-06-18,2025-06-21,Delayed,Delivered
SHIP01909,PO01909,Pune DC,Road,2025-01-25,2025-02-18,On Time,Delayed
SHIP01910,PO01910,Delhi ICD,Air,2026-05-24,2026-05-31,Delayed,Delivered
SHIP01911,PO01911,JNPT,Sea,2025-09-22,,On Time,Pending
SHIP01912,PO01912,Hyderabad DC,Rail,2026-02-24,2026-03-18,On Time,Delayed
SHIP01913,PO01913,Delhi ICD,Rail,2026-06-05,2026-06-09,On Time,Delivered
SHIP01914,PO01914,JNPT,Road,2026-07-12,,Delayed,In Transit
SHIP01915,PO01915,Hyderabad DC,Rail,2025-07-19,2025-07-29,On Time,Delivered
SHIP01916,PO01916,JNPT,Road,2025-11-11,2025-11-26,On Time,Delayed
SHIP01917,PO01917,Delhi ICD,Rail,2026-08-20,2026-09-14,At Risk,Delayed
SHIP01918,PO01918,Chennai Port,Rail,2026-02-23,2026-03-04,On Time,Delivered
SHIP01919,PO01919,Delhi ICD,Rail,2026-06-11,2026-06-18,On Time,Delivered
SHIP01920,PO01920,Pune DC,Air,2026-01-18,2026-01-29,On Time,Delivered
SHIP01921,PO01921,Delhi ICD,Road,2025-02-05,2025-02-14,On Time,Delivered
SHIP01922,PO01922,Hyderabad DC,Rail,2025-04-25,2025-04-28,On Time,Delivered
SHIP01923,PO01923,JNPT,Sea,2025-04-02,2025-04-10,Delayed,Delivered
SHIP01924,PO01924,Hyderabad DC,Sea,2026-09-05,2026-09-09,On Time,Delivered
SHIP01925,PO01925,JNPT,Road,2026-06-22,,Delayed,Pending
SHIP01926,PO01926,Mumbai Port,Road,2026-03-05,2026-03-10,On Time,Delivered
SHIP01927,PO01927,Bengaluru DC,Air,2026-08-05,,On Time,In Transit
SHIP01928,PO01928,JNPT,Road,2026-08-02,2026-08-07,On Time,Delivered
SHIP01929,PO01929,Delhi ICD,Road,2025-12-08,2025-12-15,On Time,Delivered
SHIP01930,PO01930,Mumbai Port,Road,2025-03-30,2025-04-03,On Time,Delivered
SHIP01931,PO01931,Pune DC,Sea,2025-06-26,2025-07-25,On Time,Delayed
SHIP01932,PO01932,Delhi ICD,Sea,2025-05-07,2025-05-11,On Time,Delivered
SHIP01933,PO01933,Pune DC,Rail,2026-05-17,2026-05-23,On Time,Delivered
SHIP01934,PO01934,Hyderabad DC,Air,2025-05-03,2025-05-08,On Time,Delivered
SHIP01935,PO01935,Pune DC,Road,2026-01-27,2026-02-06,On Time,Delivered
SHIP01936,PO01936,Mumbai Port,Air,2025-08-10,,Delayed,Pending
SHIP01937,PO01937,Chennai Port,Sea,2026-04-27,2026-05-05,Delayed,Delivered
SHIP01938,PO01938,JNPT,Rail,2026-05-05,,On Time,Pending
SHIP01939,PO01939,Delhi ICD,Road,2025-01-15,2025-01-18,On Time,Delivered
SHIP01940,PO01940,Hyderabad DC,Air,2026-04-23,,At Risk,In Transit
SHIP01941,PO01941,Delhi ICD,Air,2025-03-15,2025-03-25,Delayed,Delivered
SHIP01942,PO01942,JNPT,Air,2025-01-24,2025-02-03,On Time,Delivered
SHIP01943,PO01943,Chennai Port,Rail,2026-09-03,2026-09-20,On Time,Delayed
SHIP01944,PO01944,JNPT,Rail,2025-09-27,2025-10-06,On Time,Delivered
SHIP01945,PO01945,Hyderabad DC,Air,2025-08-14,,Delayed,Pending
SHIP01946,PO01946,JNPT,Rail,2026-06-21,2026-07-16,On Time,Delayed
SHIP01947,PO01947,Bengaluru DC,Rail,2026-09-05,2026-09-08,On Time,Delivered
SHIP01948,PO01948,Chennai Port,Rail,2025-09-06,,Delayed,Pending
SHIP01949,PO01949,Chennai Port,Rail,2025-01-06,2025-01-16,On Time,Delivered
SHIP01950,PO01950,Hyderabad DC,Road,2026-03-17,,On Time,Pending
SHIP01951,PO01951,Delhi ICD,Road,2025-09-07,2025-09-27,On Time,Delayed
SHIP01952,PO01952,Pune DC,Road,2026-01-09,2026-01-11,On Time,Delivered
SHIP01953,PO01953,Pune DC,Sea,2025-08-19,2025-08-23,On Time,Delivered
SHIP01954,PO01954,Pune DC,Air,2026-08-04,2026-08-10,Delayed,Delivered
SHIP01955,PO01955,Delhi ICD,Sea,2026-03-23,,On Time,Pending
SHIP01956,PO01956,Hyderabad DC,Road,2026-04-25,2026-05-01,On Time,Delivered
SHIP01957,PO01957,Mumbai Port,Road,2026-08-01,,On Time,In Transit
SHIP01958,PO01958,Bengaluru DC,Rail,2025-01-15,2025-01-20,On Time,Delivered
SHIP01959,PO01959,Mumbai Port,Rail,2025-11-19,2025-12-04,On Time,Delayed
SHIP01960,PO01960,Chennai Port,Road,2025-01-15,,At Risk,In Transit
SHIP01961,PO01961,Mumbai Port,Air,2026-02-15,2026-02-27,On Time,Delivered
SHIP01962,PO01962,Hyderabad DC,Sea,2026-08-16,2026-08-28,Delayed,Delivered
SHIP01963,PO01963,Pune DC,Rail,2026-05-19,2026-05-27,On Time,Delivered
SHIP01964,PO01964,Hyderabad DC,Air,2025-02-03,,On Time,In Transit
SHIP01965,PO01965,JNPT,Rail,2025-05-25,2025-06-03,On Time,Delivered
SHIP01966,PO01966,Hyderabad DC,Rail,2025-03-07,2025-03-15,Delayed,Delivered
SHIP01967,PO01967,Pune DC,Sea,2025-01-29,2025-02-03,On Time,Delivered
SHIP01968,PO01968,Bengaluru DC,Air,2026-09-04,,On Time,Pending
SHIP01969,PO01969,Delhi ICD,Rail,2026-03-05,,At Risk,Pending
SHIP01970,PO01970,Delhi ICD,Air,2026-06-10,2026-06-17,On Time,Delivered
SHIP01971,PO01971,Chennai Port,Sea,2025-10-22,2025-10-26,On Time,Delivered
SHIP01972,PO01972,Chennai Port,Road,2025-01-11,2025-01-20,On Time,Delivered
SHIP01973,PO01973,Bengaluru DC,Air,2026-08-17,2026-08-23,On Time,Delivered
SHIP01974,PO01974,Pune DC,Road,2025-04-04,2025-04-30,On Time,Delayed
SHIP01975,PO01975,Chennai Port,Road,2025-01-27,2025-02-06,At Risk,Delivered
SHIP01976,PO01976,Bengaluru DC,Rail,2025-04-02,,On Time,In Transit
SHIP01977,PO01977,Delhi ICD,Rail,2025-07-27,2025-07-31,On Time,Delivered
SHIP01978,PO01978,Pune DC,Sea,2025-10-26,2025-11-10,On Time,Delayed
SHIP01979,PO01979,Pune DC,Rail,2025-07-17,2025-07-24,On Time,Delivered
SHIP01980,PO01980,Bengaluru DC,Road,2026-04-03,2026-04-12,On Time,Delivered
SHIP01981,PO01981,Hyderabad DC,Rail,2026-06-25,2026-07-19,On Time,Delayed
SHIP01982,PO01982,Mumbai Port,Air,2026-02-02,2026-02-13,On Time,Delivered
SHIP01983,PO01983,Hyderabad DC,Air,2025-12-25,2026-01-02,On Time,Delivered
SHIP01984,PO01984,Mumbai Port,Air,2026-06-01,,On Time,Cancelled
SHIP01985,PO01985,Delhi ICD,Sea,2025-09-28,,Delayed,In Transit
SHIP01986,PO01986,Hyderabad DC,Air,2025-07-15,2025-07-23,On Time,Delivered
SHIP01987,PO01987,Pune DC,Road,2026-02-01,,On Time,In Transit
SHIP01988,PO01988,Delhi ICD,Sea,2026-01-07,2026-01-10,On Time,Delivered
SHIP01989,PO01989,Hyderabad DC,Road,2025-04-21,2025-05-17,On Time,Delayed
SHIP01990,PO01990,Delhi ICD,Air,2025-01-31,2025-02-10,On Time,Delivered
SHIP01991,PO01991,Mumbai Port,Sea,2026-02-14,2026-02-22,Delayed,Delivered
SHIP01992,PO01992,Delhi ICD,Sea,2026-05-16,,Delayed,Pending
SHIP01993,PO01993,Chennai Port,Rail,2025-08-31,,On Time,In Transit
SHIP01994,PO01994,Hyderabad DC,Road,2026-08-17,2026-08-23,On Time,Delivered
SHIP01995,PO01995,Mumbai Port,Rail,2025-11-13,2025-11-27,On Time,Delayed
SHIP01996,PO01996,Mumbai Port,Air,2025-06-04,2025-06-07,On Time,Delivered
SHIP01997,PO01997,Chennai Port,Road,2025-04-15,2025-04-25,On Time,Delivered
SHIP01998,PO01998,Mumbai Port,Air,2025-06-23,2025-07-01,Delayed,Delivered
SHIP01999,PO01999,Chennai Port,Air,2025-11-15,,At Risk,In Transit
SHIP02000,PO02000,Mumbai Port,Sea,2025-09-18,2025-09-23,On Time,Delivered
